name,state_name,fips,land_use,r_avg,k_avg,ls_avg,c_avg,p_avg
Callahan,Texas,48059,pastureland,180,0.28,0.258,0,1
Callahan,Texas,48059,rangeland,180,0.23,0.517,0.02,1
Cameron,Texas,48061,cropland-cultivated,270,0.32,0.1,0.17,1
Cameron,Texas,48061,cropland-noncultivated,270,0.28,0.094,0.26,1
Cameron,Texas,48061,pastureland,270,0.32,0.081,0.06,1
Cameron,Texas,48061,rangeland,270,0.35,0.113,0.07,1
Camp,Texas,48063,cropland-cultivated,340,0.28,1.173,0.1,1
Camp,Texas,48063,pastureland,340,0.3,0.325,0.01,1
Camp,Texas,48063,forest,340,0.31,,,
Carson,Texas,48065,cropland-cultivated,120,0.36,0.133,0.24,0.97
Carson,Texas,48065,pastureland,120,0.37,0.304,0,1
Carson,Texas,48065,rangeland,120,0.27,0.434,0.02,1
Cass,Texas,48067,cropland-noncultivated,340,0.2,0.279,0,1
Cass,Texas,48067,pastureland,340,0.25,0.415,0,1
Cass,Texas,48067,forest,339.93,0.25,,,
Castro,Texas,48069,cropland-cultivated,110,0.32,0.129,0.26,1
Castro,Texas,48069,rangeland,110,0.31,0.173,0.04,1
Chambers,Texas,48071,cropland-cultivated,430,0.34,0.098,0.1,1
Chambers,Texas,48071,pastureland,430,0.36,0.097,0.01,1
Chambers,Texas,48071,rangeland,430,0.23,0.091,0,1
Chambers,Texas,48071,forest,429.1,0.34,,,
Cherokee,Texas,48073,cropland-cultivated,350,0.24,0.235,0.27,1
Cherokee,Texas,48073,cropland-noncultivated,350,0.32,0.15,0.03,1
Cherokee,Texas,48073,pastureland,350,0.28,0.471,0.01,1
Cherokee,Texas,48073,forest,350,0.27,,,
Childress,Texas,48075,cropland-cultivated,160,0.37,0.289,0.49,0.71
Childress,Texas,48075,rangeland,160,0.3,0.46,0.03,1
Clay,Texas,48077,cropland-cultivated,220,0.37,0.213,0.22,0.95
Clay,Texas,48077,pastureland,220,0.35,0.263,0.01,1
Clay,Texas,48077,rangeland,220,0.35,0.267,0.01,1
Cochran,Texas,48079,cropland-cultivated,90,0.23,0.145,0.44,0.98
Cochran,Texas,48079,pastureland,90,0.17,0.115,0.03,1
Cochran,Texas,48079,rangeland,90,0.19,0.196,0.05,1
Coke,Texas,48081,cropland-cultivated,140,0.29,0.159,0.23,0.83
Coke,Texas,48081,pastureland,140,0.29,0.161,0.05,1
Coke,Texas,48081,rangeland,140,0.23,1.011,0.09,1
Coleman,Texas,48083,cropland-cultivated,180,0.32,0.27,0.26,0.84
Coleman,Texas,48083,cropland-noncultivated,180,0.38,0.219,0.2,1
Coleman,Texas,48083,pastureland,180,0.3,0.272,0.05,1
Coleman,Texas,48083,rangeland,180,0.23,0.705,0.03,1
Collin,Texas,48085,cropland-cultivated,300,0.32,0.222,0.23,0.95
Collin,Texas,48085,cropland-noncultivated,300,0.32,0.268,0.16,0.96
Collin,Texas,48085,pastureland,300,0.32,0.299,0.02,1
Collin,Texas,48085,rangeland,300,0.31,0.514,0.03,1
Collingsworth,Texas,48087,cropland-cultivated,150,0.27,0.302,0.41,0.86
Collingsworth,Texas,48087,cropland-noncultivated,150,0.34,0.302,0.07,0.75
Collingsworth,Texas,48087,pastureland,150,0.17,0.308,0.02,1
Collingsworth,Texas,48087,rangeland,150,0.28,0.666,0.03,1
Colorado,Texas,48089,cropland-cultivated,350,0.37,0.109,0.13,0.83
Colorado,Texas,48089,pastureland,350,0.29,0.191,0.02,1
Colorado,Texas,48089,rangeland,350,0.3,0.23,0.02,1
Comal,Texas,48091,cropland-cultivated,280,0.31,0.206,0.22,0.83
Comal,Texas,48091,pastureland,280,0.3,0.234,0.01,1
Comal,Texas,48091,rangeland,280,0.16,0.565,0.04,1
Comanche,Texas,48093,cropland-cultivated,230,0.25,0.181,0.39,0.98
Comanche,Texas,48093,cropland-noncultivated,230,0.19,0.165,0.16,1
Comanche,Texas,48093,pastureland,230,0.25,0.197,0.04,1
Comanche,Texas,48093,rangeland,230,0.24,0.311,0.07,1
Concho,Texas,48095,cropland-cultivated,160,0.31,0.183,0.4,0.76
Concho,Texas,48095,pastureland,160,0.28,0.399,0.01,1
Concho,Texas,48095,rangeland,160,0.2,0.388,0.05,1
Cooke,Texas,48097,cropland-cultivated,280,0.34,0.193,0.22,0.98
Cooke,Texas,48097,cropland-noncultivated,280,0.35,0.393,0.05,1
Cooke,Texas,48097,pastureland,280,0.33,0.27,0.03,1
Cooke,Texas,48097,rangeland,280,0.27,0.468,0.06,1
Coryell,Texas,48099,cropland-cultivated,280,0.29,0.25,0.26,0.74
Coryell,Texas,48099,pastureland,280,0.28,0.285,0.04,1
Coryell,Texas,48099,rangeland,280,0.23,0.656,0.09,1
Cottle,Texas,48101,cropland-cultivated,160,0.33,0.219,0.42,0.78
Cottle,Texas,48101,pastureland,160,0.26,0.293,0.01,1
Cottle,Texas,48101,rangeland,160,0.29,0.503,0.02,1
Crane,Texas,48103,rangeland,90,0.22,0.28,0.1,1
Crockett,Texas,48105,rangeland,120,0.19,0.647,0.07,1
Crosby,Texas,48107,cropland-cultivated,130,0.32,0.11,0.5,0.96
Crosby,Texas,48107,rangeland,130,0.27,0.616,0.05,1
Culberson,Texas,48109,cropland-cultivated,70,0.35,0.104,0.05,1
Culberson,Texas,48109,cropland-noncultivated,70,0.32,0.128,0.03,1
Culberson,Texas,48109,rangeland,70,0.24,0.842,0.09,1
Dallam,Texas,48111,cropland-cultivated,100,0.26,0.127,0.24,1
Dallam,Texas,48111,rangeland,100,0.26,0.198,0.05,1
Dallas,Texas,48113,cropland-cultivated,300,0.33,0.198,0.22,1
Dallas,Texas,48113,cropland-noncultivated,300,0.32,0.171,0.21,1
Dallas,Texas,48113,pastureland,300,0.33,0.201,0.03,1
Dallas,Texas,48113,rangeland,300,0.31,0.325,0.04,1
Dallas,Texas,48113,forest,300,0.32,,,
Dawson,Texas,48115,cropland-cultivated,110,0.22,0.21,0.57,0.93
Dawson,Texas,48115,cropland-noncultivated,110,0.15,0.112,0.01,1
Dawson,Texas,48115,rangeland,110,0.28,0.324,0.05,1
Deaf Smith,Texas,48117,cropland-cultivated,100,0.32,0.116,0.31,0.98
Deaf Smith,Texas,48117,pastureland,100,0.32,0.105,0,1
Deaf Smith,Texas,48117,rangeland,100,0.31,0.456,0.02,1
Delta,Texas,48119,cropland-cultivated,330,0.33,0.209,0.33,0.98
Delta,Texas,48119,cropland-noncultivated,330,0.32,0.164,0.04,1
Delta,Texas,48119,pastureland,330,0.36,0.256,0.02,1
Denton,Texas,48121,cropland-cultivated,280,0.3,0.172,0.21,0.97
Denton,Texas,48121,pastureland,280,0.33,0.213,0.03,1
Denton,Texas,48121,rangeland,280,0.31,0.257,0.04,1
De Witt,Texas,48123,cropland-cultivated,300,0.28,0.246,0.24,0.76
De Witt,Texas,48123,cropland-noncultivated,300,0.39,0.14,0.01,1
De Witt,Texas,48123,pastureland,300,0.3,0.255,0.01,1
De Witt,Texas,48123,rangeland,300,0.26,0.351,0.03,1
Dickens,Texas,48125,cropland-cultivated,140,0.3,0.173,0.45,0.71
Dickens,Texas,48125,cropland-noncultivated,140,0.23,0.188,0.15,0.8
Dickens,Texas,48125,pastureland,140,0.2,0.252,0.01,1
Dickens,Texas,48125,rangeland,140,0.3,0.775,0.02,1
Dimmit,Texas,48127,cropland-cultivated,180,0.27,0.125,0.43,1
Dimmit,Texas,48127,pastureland,180,0.28,0.123,0.01,1
Dimmit,Texas,48127,rangeland,180,0.27,0.126,0.05,1
Donley,Texas,48129,cropland-cultivated,130,0.26,0.189,0.36,0.86
Donley,Texas,48129,pastureland,130,0.2,0.369,0.03,1
Donley,Texas,48129,rangeland,130,0.27,0.652,0.03,1
Duval,Texas,48131,cropland-cultivated,240,0.2,0.197,0.4,1
Duval,Texas,48131,pastureland,240,0.28,0.325,0.01,1
Duval,Texas,48131,rangeland,240,0.24,0.249,0.04,1
Eastland,Texas,48133,cropland-cultivated,220,0.23,0.234,0.31,0.97
Eastland,Texas,48133,cropland-noncultivated,220,0.2,0.22,0.05,1
Eastland,Texas,48133,pastureland,220,0.25,0.241,0.01,1
Eastland,Texas,48133,rangeland,216.88,0.25,0.452,0.03,1
Ector,Texas,48135,cropland-noncultivated,90,0.22,0.125,0.05,1
Ector,Texas,48135,rangeland,90,0.29,0.208,0.07,1
Edwards,Texas,48137,rangeland,170,0.13,1.822,0.06,1
Ellis,Texas,48139,cropland-cultivated,300,0.32,0.245,0.36,0.83
Ellis,Texas,48139,cropland-noncultivated,300,0.32,0.14,0.02,0.86
Ellis,Texas,48139,pastureland,300,0.34,0.407,0.01,1
Ellis,Texas,48139,rangeland,300,0.33,0.442,0.02,1
El Paso,Texas,48141,cropland-cultivated,50,0.36,0.111,0.18,1
El Paso,Texas,48141,cropland-noncultivated,50,0.37,0.116,0.18,1
El Paso,Texas,48141,pastureland,50,0.44,0.099,0.01,1
El Paso,Texas,48141,rangeland,50,0.18,0.359,0.18,1
Erath,Texas,48143,cropland-cultivated,240,0.35,0.248,0.33,0.91
Erath,Texas,48143,cropland-noncultivated,240,0.46,0.248,0.01,1
Erath,Texas,48143,pastureland,240,0.37,0.326,0.02,1
Erath,Texas,48143,rangeland,240,0.33,0.586,0.04,1
Falls,Texas,48145,cropland-cultivated,320,0.35,0.23,0.25,0.9
Falls,Texas,48145,cropland-noncultivated,320,0.33,0.13,0.04,0.95
Falls,Texas,48145,pastureland,320,0.36,0.214,0.04,1
Falls,Texas,48145,rangeland,320,0.36,0.424,0.07,1
Fannin,Texas,48147,cropland-cultivated,320,0.35,0.185,0.22,0.96
Fannin,Texas,48147,cropland-noncultivated,320,0.32,0.823,0.04,1
Fannin,Texas,48147,pastureland,320,0.35,0.235,0.03,1
Fannin,Texas,48147,rangeland,320,0.35,0.379,0.05,1
Fannin,Texas,48147,forest,320,0.33,,,
Fayette,Texas,48149,cropland-cultivated,330,0.32,0.211,0.34,0.93
Fayette,Texas,48149,cropland-noncultivated,330,0.28,0.182,0.01,1
Fayette,Texas,48149,pastureland,330,0.33,0.304,0.03,1
Fayette,Texas,48149,rangeland,330,0.38,0.379,0.04,1
Fisher,Texas,48151,cropland-cultivated,160,0.36,0.187,0.49,0.62
Fisher,Texas,48151,cropland-noncultivated,160,0.22,0.119,0.04,0.6
Fisher,Texas,48151,pastureland,160,0.29,0.163,0.03,1
Fisher,Texas,48151,rangeland,160,0.33,0.357,0.05,1
Floyd,Texas,48153,cropland-cultivated,130,0.32,0.111,0.43,0.99
Floyd,Texas,48153,cropland-noncultivated,130,0.24,0.159,0,1
Floyd,Texas,48153,rangeland,130,0.29,0.923,0.03,1
Foard,Texas,48155,cropland-cultivated,170,0.3,0.181,0.27,0.91
Foard,Texas,48155,cropland-noncultivated,170,0.2,0.179,0.01,1
Foard,Texas,48155,rangeland,170,0.32,0.292,0.03,1
Fort Bend,Texas,48157,cropland-cultivated,400,0.34,0.08,0.17,1
Fort Bend,Texas,48157,cropland-noncultivated,400,0.34,0.084,0.02,1
Fort Bend,Texas,48157,pastureland,400,0.33,0.088,0.01,1
Fort Bend,Texas,48157,rangeland,400,0.32,0.092,0.01,1
Fort Bend,Texas,48157,forest,400,0.32,,,
Franklin,Texas,48159,cropland-cultivated,340,0.41,0.156,0.14,1
Franklin,Texas,48159,pastureland,340,0.35,0.313,0.01,1
Franklin,Texas,48159,rangeland,340,0.43,0.125,0,1
Franklin,Texas,48159,forest,340,0.34,,,
Freestone,Texas,48161,cropland-cultivated,340,0.32,0.092,0.1,1
Freestone,Texas,48161,cropland-noncultivated,340,0.43,0.236,0.01,1
Freestone,Texas,48161,pastureland,340,0.33,0.339,0.02,1
Freestone,Texas,48161,rangeland,340,0.31,0.339,0.03,1
Freestone,Texas,48161,forest,340,0.25,,,
Frio,Texas,48163,cropland-cultivated,220,0.28,0.166,0.4,1
Frio,Texas,48163,cropland-noncultivated,220,0.32,0.247,0.03,1
Frio,Texas,48163,pastureland,220,0.27,0.242,0.01,1
Frio,Texas,48163,rangeland,220,0.28,0.162,0.06,1
Gaines,Texas,48165,cropland-cultivated,90,0.17,0.287,0.55,1
Gaines,Texas,48165,cropland-noncultivated,90,0.28,0.344,0.02,1
Gaines,Texas,48165,rangeland,90,0.21,0.317,0.02,1
Galveston,Texas,48167,cropland-cultivated,430,0.34,0.079,0.09,1
Galveston,Texas,48167,cropland-noncultivated,430,0.37,0.095,0.01,1
Galveston,Texas,48167,pastureland,430,0.35,0.086,0.01,1
Galveston,Texas,48167,rangeland,430,0.31,0.073,0.04,1
Garza,Texas,48169,cropland-cultivated,130,0.29,0.159,0.62,0.81
Garza,Texas,48169,cropland-noncultivated,130,0.3,0.116,0.02,0.88
Garza,Texas,48169,rangeland,130.13,0.29,1.25,0.03,1
Gillespie,Texas,48171,cropland-cultivated,230,0.31,0.314,0.15,0.89
Gillespie,Texas,48171,cropland-noncultivated,230,0.28,0.212,0.34,1
Gillespie,Texas,48171,pastureland,230,0.3,0.236,0.02,1
Gillespie,Texas,48171,rangeland,230,0.21,0.435,0.03,1
Glasscock,Texas,48173,cropland-cultivated,120,0.3,0.153,0.47,0.97
Glasscock,Texas,48173,rangeland,120,0.28,0.227,0.06,1
Goliad,Texas,48175,cropland-cultivated,280,0.37,0.106,0.24,0.81
Goliad,Texas,48175,pastureland,280,0.26,0.212,0.03,1
Goliad,Texas,48175,rangeland,280,0.28,0.184,0.03,1
Gonzales,Texas,48177,cropland-cultivated,300,0.36,0.213,0.35,0.89
Gonzales,Texas,48177,cropland-noncultivated,300,0.4,0.127,0.01,1
Gonzales,Texas,48177,pastureland,300,0.35,0.248,0.03,1
Gonzales,Texas,48177,rangeland,300,0.35,0.276,0.04,1
Gray,Texas,48179,cropland-cultivated,130,0.31,0.139,0.21,1
Gray,Texas,48179,cropland-noncultivated,130,0.24,1.778,0.02,1
Gray,Texas,48179,pastureland,130,0.2,0.29,0.04,1
Gray,Texas,48179,rangeland,130,0.23,1.021,0.03,1
Grayson,Texas,48181,cropland-cultivated,300,0.35,0.239,0.26,0.8
Grayson,Texas,48181,cropland-noncultivated,300,0.32,0.183,0.12,1
Grayson,Texas,48181,pastureland,300,0.35,0.299,0.02,1
Grayson,Texas,48181,rangeland,300,0.32,0.463,0.06,1
Gregg,Texas,48183,pastureland,340,0.28,0.26,0,1
Gregg,Texas,48183,forest,340,0.29,,,
Grimes,Texas,48185,cropland-cultivated,350,0.32,0.22,0.17,1
Grimes,Texas,48185,cropland-noncultivated,350,0.39,0.161,0.01,1
Grimes,Texas,48185,pastureland,350,0.32,0.292,0.02,1
Grimes,Texas,48185,rangeland,350,0.36,0.299,0.04,1
Grimes,Texas,48185,forest,350,0.25,,,
Guadalupe,Texas,48187,cropland-cultivated,280,0.32,0.221,0.31,0.85
Guadalupe,Texas,48187,cropland-noncultivated,280,0.31,0.263,0.01,1
Guadalupe,Texas,48187,pastureland,280,0.32,0.318,0.01,1
Guadalupe,Texas,48187,rangeland,280,0.27,0.342,0.03,1
Hale,Texas,48189,cropland-cultivated,120,0.32,0.134,0.43,0.97
Hale,Texas,48189,pastureland,120,0.3,0.226,0.01,1
Hale,Texas,48189,rangeland,120,0.32,0.241,0.02,1
Hall,Texas,48191,cropland-cultivated,140,0.31,0.206,0.57,0.76
Hall,Texas,48191,cropland-noncultivated,140,0.32,0.479,0.2,0.5
Hall,Texas,48191,rangeland,140,0.33,0.437,0.06,1
Hamilton,Texas,48193,cropland-cultivated,250,0.29,0.215,0.22,0.82
Hamilton,Texas,48193,cropland-noncultivated,250,0.32,0.129,0.01,1
Hamilton,Texas,48193,pastureland,250,0.28,0.21,0.02,1
Hamilton,Texas,48193,rangeland,250,0.22,0.504,0.05,1
Hansford,Texas,48195,cropland-cultivated,120,0.36,0.105,0.22,1
Hansford,Texas,48195,rangeland,120,0.31,0.799,0.05,1
Hardeman,Texas,48197,cropland-cultivated,170,0.3,0.247,0.18,0.9
Hardeman,Texas,48197,cropland-noncultivated,170,0.32,0.195,0.01,1
Hardeman,Texas,48197,pastureland,170,0.2,0.325,0.01,1
Hardeman,Texas,48197,rangeland,170,0.26,0.807,0.02,1
Hardin,Texas,48199,cropland-cultivated,430,0.43,0.092,0.23,1
Hardin,Texas,48199,pastureland,430,0.39,0.104,0,1
Hardin,Texas,48199,forest,430,0.34,,,
Harris,Texas,48201,cropland-cultivated,400,0.34,0.08,0.28,1
Harris,Texas,48201,pastureland,400,0.33,0.105,0.01,1
Harris,Texas,48201,rangeland,400,0.33,0.096,0.02,1
Harris,Texas,48201,forest,400,0.33,,,
Harrison,Texas,48203,cropland-cultivated,350,0.2,0.303,0.45,1
Harrison,Texas,48203,pastureland,350,0.33,0.291,0.01,1
Harrison,Texas,48203,forest,350,0.35,,,
Hartley,Texas,48205,cropland-cultivated,100,0.28,0.1,0.26,1
Hartley,Texas,48205,rangeland,100,0.24,0.239,0.07,1
Haskell,Texas,48207,cropland-cultivated,170,0.32,0.121,0.42,0.74
Haskell,Texas,48207,pastureland,170,0.32,0.188,0.01,1
Haskell,Texas,48207,rangeland,170,0.3,0.261,0.04,1
Hays,Texas,48209,cropland-cultivated,280,0.31,0.301,0.22,0.91
Hays,Texas,48209,cropland-noncultivated,280,0.3,0.215,0.15,1
Hays,Texas,48209,pastureland,280,0.29,0.554,0.01,1
Hays,Texas,48209,rangeland,280,0.16,1.044,0.02,1
Hemphill,Texas,48211,cropland-cultivated,140,0.29,0.187,0.23,0.87
Hemphill,Texas,48211,rangeland,140,0.22,0.465,0.02,1
Henderson,Texas,48213,cropland-cultivated,340,0.29,0.112,0.23,1
Henderson,Texas,48213,cropland-noncultivated,340,0.28,0.215,0.04,1
Henderson,Texas,48213,pastureland,340,0.27,0.462,0.02,1
Henderson,Texas,48213,forest,340,0.28,,,
Hidalgo,Texas,48215,cropland-cultivated,260,0.27,0.1,0.3,1
Hidalgo,Texas,48215,cropland-noncultivated,260,0.26,0.076,0.13,1
Hidalgo,Texas,48215,pastureland,260,0.22,0.107,0.01,1
Hidalgo,Texas,48215,rangeland,260,0.21,0.134,0.01,1
Hill,Texas,48217,cropland-cultivated,300,0.33,0.231,0.39,0.83
Hill,Texas,48217,cropland-noncultivated,300,0.36,0.135,0.07,1
Hill,Texas,48217,pastureland,300,0.3,0.343,0.02,1
Hill,Texas,48217,rangeland,300,0.29,0.344,0.03,1
Hockley,Texas,48219,cropland-cultivated,110,0.26,0.153,0.46,0.92
Hockley,Texas,48219,cropland-noncultivated,110,0.28,0.153,0.02,1
Hockley,Texas,48219,rangeland,110,0.26,0.24,0.05,1
Hood,Texas,48221,cropland-cultivated,260,0.29,0.252,0.28,0.87
Hood,Texas,48221,cropland-noncultivated,260,0.21,0.159,0.09,1
Hood,Texas,48221,pastureland,260,0.28,0.303,0.02,1
Hood,Texas,48221,rangeland,260,0.26,0.714,0.09,1
Hopkins,Texas,48223,cropland-cultivated,330,0.33,0.15,0.16,1
Hopkins,Texas,48223,cropland-noncultivated,330,0.34,0.213,0.01,1
Hopkins,Texas,48223,pastureland,330,0.37,0.242,0.03,1
Hopkins,Texas,48223,rangeland,330,0.43,0.234,0.03,1
Hopkins,Texas,48223,forest,330,0.38,,,
Houston,Texas,48225,cropland-cultivated,350,0.35,0.168,0.14,1
Houston,Texas,48225,pastureland,350,0.37,0.34,0.01,1
Houston,Texas,48225,forest,350,0.35,,,
Howard,Texas,48227,cropland-cultivated,120,0.28,0.208,0.63,0.81
Howard,Texas,48227,cropland-noncultivated,120,0.23,0.259,0.09,0.87
Howard,Texas,48227,rangeland,120,0.28,0.241,0.12,1
Hudspeth,Texas,48229,cropland-cultivated,50,0.37,0.127,0.22,1
Hudspeth,Texas,48229,cropland-noncultivated,50,0.35,0.137,0.14,1
Hudspeth,Texas,48229,pastureland,50,0.45,0.105,0,1
Hudspeth,Texas,48229,rangeland,50,0.21,0.641,0.1,1
Hunt,Texas,48231,cropland-cultivated,320,0.35,0.213,0.24,0.93
Hunt,Texas,48231,cropland-noncultivated,320,0.43,0.095,0.01,1
Hunt,Texas,48231,pastureland,320,0.37,0.235,0.03,1
Hunt,Texas,48231,rangeland,320,0.38,0.291,0.04,1
Hutchinson,Texas,48233,cropland-cultivated,120,0.32,0.098,0.22,1
Hutchinson,Texas,48233,rangeland,120,0.24,0.377,0.05,1
Irion,Texas,48235,cropland-cultivated,130,0.24,0.757,0.2,0.9
Irion,Texas,48235,rangeland,130,0.2,0.437,0.05,1
Jack,Texas,48237,cropland-cultivated,220,0.39,0.175,0.23,0.87
Jack,Texas,48237,pastureland,220,0.36,0.138,0.01,1
Jack,Texas,48237,rangeland,220,0.27,0.484,0.03,1
Jackson,Texas,48239,cropland-cultivated,330,0.34,0.096,0.27,1
Jackson,Texas,48239,cropland-noncultivated,330,0.36,0.114,0.01,1
Jackson,Texas,48239,pastureland,330,0.37,0.098,0.01,1
Jackson,Texas,48239,rangeland,330,0.35,0.108,0.03,1
Jasper,Texas,48241,pastureland,430,0.3,0.254,0.01,1
Jasper,Texas,48241,forest,430,0.32,,,
Jeff Davis,Texas,48243,rangeland,70,0.18,3.729,0.05,1
Jefferson,Texas,48245,cropland-cultivated,450,0.34,0.085,0.11,1
Jefferson,Texas,48245,cropland-noncultivated,450,0.43,0.079,0.12,1
Jefferson,Texas,48245,pastureland,450,0.37,0.084,0.01,1
Jefferson,Texas,48245,rangeland,450,0.26,0.087,0,1
Jefferson,Texas,48245,forest,450,0.37,,,
Jim Hogg,Texas,48247,pastureland,240,0.17,0.279,0.04,1
Jim Hogg,Texas,48247,rangeland,240,0.19,0.196,0.07,1
Jim Wells,Texas,48249,cropland-cultivated,260,0.27,0.157,0.42,0.99
Jim Wells,Texas,48249,pastureland,260,0.28,0.17,0,1
Jim Wells,Texas,48249,rangeland,260,0.25,0.204,0.02,1
Johnson,Texas,48251,cropland-cultivated,280,0.32,0.26,0.27,0.95
Johnson,Texas,48251,cropland-noncultivated,280,0.3,0.227,0.01,1
Johnson,Texas,48251,pastureland,280,0.35,0.327,0.03,1
Johnson,Texas,48251,rangeland,280,0.32,0.509,0.06,1
Jones,Texas,48253,cropland-cultivated,170,0.31,0.122,0.41,0.76
Jones,Texas,48253,pastureland,170,0.24,0.13,0.01,1
Jones,Texas,48253,rangeland,170,0.25,0.133,0.09,1
Karnes,Texas,48255,cropland-cultivated,280,0.29,0.266,0.31,0.84
Karnes,Texas,48255,cropland-noncultivated,280,0.32,0.195,0.4,1
Karnes,Texas,48255,pastureland,280,0.29,0.335,0.01,1
Karnes,Texas,48255,rangeland,280,0.3,0.339,0.02,1
Kaufman,Texas,48257,cropland-cultivated,320,0.35,0.177,0.24,0.96
Kaufman,Texas,48257,cropland-noncultivated,320,0.43,0.287,0,1
Kaufman,Texas,48257,pastureland,320,0.37,0.214,0.01,1
Kaufman,Texas,48257,rangeland,320,0.4,0.345,0.03,1
Kendall,Texas,48259,cropland-cultivated,230,0.28,0.203,0.24,1
Kendall,Texas,48259,cropland-noncultivated,230,0.32,0.163,0.01,1
Kendall,Texas,48259,pastureland,230,0.27,0.162,0.04,1
Kendall,Texas,48259,rangeland,230.27,0.18,0.578,0.07,1
Kenedy,Texas,48261,cropland-cultivated,270,0.17,0.247,0.45,1
Kenedy,Texas,48261,pastureland,270,0.17,0.185,0.08,1
Kenedy,Texas,48261,rangeland,270,0.17,0.127,0.06,1
Kent,Texas,48263,cropland-cultivated,140,0.26,0.222,0.53,0.77
Kent,Texas,48263,rangeland,140,0.27,0.552,0.05,1
Kerr,Texas,48265,cropland-cultivated,220,0.3,0.163,0.26,0.94
Kerr,Texas,48265,cropland-noncultivated,220,0.32,0.171,0.01,1
Kerr,Texas,48265,pastureland,220,0.28,0.062,0,1
Kerr,Texas,48265,rangeland,220,0.16,0.353,0.04,1
Kimble,Texas,48267,cropland-cultivated,180,0.24,0.209,0.15,1
Kimble,Texas,48267,pastureland,180,0.24,0.218,0.01,1
Kimble,Texas,48267,rangeland,180,0.17,0.947,0.08,1
King,Texas,48269,cropland-cultivated,160,0.37,0.176,0.28,0.75
King,Texas,48269,pastureland,160,0.17,0.201,0.01,1
King,Texas,48269,rangeland,160,0.34,0.661,0.03,1
Kinney,Texas,48271,cropland-cultivated,170,0.32,0.148,0.3,1
Kinney,Texas,48271,rangeland,170,0.17,0.835,0.1,1
Kleberg,Texas,48273,cropland-cultivated,270,0.3,0.128,0.35,1
Kleberg,Texas,48273,pastureland,270,0.22,0.151,0.01,1
Kleberg,Texas,48273,rangeland,270,0.23,0.13,0.05,1
Knox,Texas,48275,cropland-cultivated,170,0.29,0.138,0.23,0.91
Knox,Texas,48275,pastureland,170,0.24,0.177,0.01,1
Knox,Texas,48275,rangeland,170,0.33,0.327,0.07,1
Lamar,Texas,48277,cropland-cultivated,330,0.35,0.158,0.33,0.99
Lamar,Texas,48277,cropland-noncultivated,330,0.33,0.123,0.12,1
Lamar,Texas,48277,pastureland,330,0.37,0.221,0.01,1
Lamar,Texas,48277,forest,330,0.36,,,
Lamb,Texas,48279,cropland-cultivated,110,0.26,0.153,0.41,0.97
Lamb,Texas,48279,cropland-noncultivated,110,0.24,0.159,0.02,1
Lamb,Texas,48279,rangeland,110,0.2,0.288,0.07,1
Lampasas,Texas,48281,cropland-cultivated,250,0.32,0.128,0.16,0.91
Lampasas,Texas,48281,pastureland,250,0.3,0.15,0.01,1
Lampasas,Texas,48281,rangeland,250,0.21,0.382,0.02,1
La Salle,Texas,48283,cropland-cultivated,220,0.24,0.22,0.15,1
La Salle,Texas,48283,pastureland,220,0.2,0.33,0,1
La Salle,Texas,48283,rangeland,220,0.31,0.173,0.1,1
Lavaca,Texas,48285,cropland-cultivated,330,0.33,0.142,0.2,0.96
Lavaca,Texas,48285,pastureland,330,0.3,0.307,0.01,1
Lavaca,Texas,48285,rangeland,330,0.27,0.255,0.02,1
Lee,Texas,48287,cropland-cultivated,330,0.41,0.272,0.26,0.89
Lee,Texas,48287,cropland-noncultivated,330,0.32,0.201,0,1
Lee,Texas,48287,pastureland,330.07,0.33,0.275,0.01,1
Lee,Texas,48287,rangeland,330,0.32,0.615,0.04,1
Leon,Texas,48289,cropland-cultivated,350,0.2,0.121,0.24,1
Leon,Texas,48289,cropland-noncultivated,350,0.17,0.281,0.01,1
Leon,Texas,48289,pastureland,350,0.26,0.366,0.02,1
Leon,Texas,48289,rangeland,350,0.27,0.312,0.04,1
Leon,Texas,48289,forest,350,0.26,,,
Liberty,Texas,48291,cropland-cultivated,430,0.33,0.088,0.19,1
Liberty,Texas,48291,pastureland,430,0.36,0.12,0.01,1
Liberty,Texas,48291,rangeland,430,0.39,0.086,0,1
Liberty,Texas,48291,forest,430,0.35,,,
Limestone,Texas,48293,cropland-cultivated,320,0.34,0.239,0.19,0.97
Limestone,Texas,48293,cropland-noncultivated,320,0.29,0.359,0.04,1
Limestone,Texas,48293,pastureland,320,0.34,0.263,0.03,1
Limestone,Texas,48293,rangeland,320,0.36,0.311,0.06,1
Lipscomb,Texas,48295,cropland-cultivated,140,0.3,0.281,0.13,0.66
Lipscomb,Texas,48295,cropland-noncultivated,140,0.17,0.532,0.05,1
Lipscomb,Texas,48295,pastureland,140,0.28,5.133,0.01,1
Lipscomb,Texas,48295,rangeland,140,0.24,0.457,0.03,1
Live Oak,Texas,48297,cropland-cultivated,260,0.31,0.17,0.38,0.8
Live Oak,Texas,48297,pastureland,260,0.28,0.232,0.03,1
Live Oak,Texas,48297,rangeland,260,0.21,0.288,0.04,1
Llano,Texas,48299,cropland-cultivated,230,0.22,0.28,0.33,1
Llano,Texas,48299,cropland-noncultivated,230,0.22,0.184,0.04,1
Llano,Texas,48299,pastureland,230,0.25,0.15,0.02,1
Llano,Texas,48299,rangeland,230,0.18,0.476,0.05,1
